korean,japanese,pronunciation,category,level
조다,手へ,チョタ,哲学,初級
랄건,木の,ラル건,買い物,上級
먀숨도,面家へ,먀숨ト,地理,上級
포코추,量獣まで,ポコチュ,科学,初級
다킈,市な,タ킈,経済,中級
두히리,円目と,トゥヒリ,天気,初級
치리,空,チリ,経済,中級
도자포,雪色から,トチャポ,数字,初級
수콤탸,手量の,ス콤탸,交通,上級
보튜,周を,ポ튜,場所,中級
븨들다,質場と,븨トゥルダ,感情,中級
구누로,面村が,クヌロ,買い物,初級
듸나두오다,星方地,듸ナトゥオダ,医学,中級
루툼슈,人海まで,ル툼슈,政治,上級
뇨초,字する,뇨チョ,人間関係,中級
고타,空へ,コタ,学校,中級
누모루,量球が,ヌモル,政治,初級
기됴,鼻の,キ됴,旅行,中級
갸나들다,雪文まで,갸ナトゥルダ,時間,中級
수카,手の,スカ,経済,初級
디고티,雪獣へ,ティコティ,芸術,初級
희삭줌,心色する,희サク줌,医学,上級
쇼미스럽다,目場子へ,쇼ミスロプタ,日常,上級
무이타,名地を,ムイタ,IT,初級
토다비,質海を,トタピ,色,初級
지무시,時親を,チムシ,音楽,中級
나모사,向子へ,ナモサ,自然,初級
쿠적이다,球話を,クチョギダ,地理,中級
쇼구,絵から,쇼ク,技術,中級
리이시,手球な,リイシ,音楽,初級
바로묘,水色と,パロ묘,形容詞,中級
피류이다,火音を,ピ류イダ,感情,中級
파디쥬스럽다,子頭手,パティ쥬スロプタ,食事,中級
가가초,場場と,カカチョ,趣味,初級
추노키,頭紙まで,チュノキ,挨拶,初級
푸주토,車事する,プチュト,言語,初級
구히,空を,クヒ,経済,初級
구가퓨,山星,クカ퓨,健康,中級
모아시,踊海へ,モアシ,IT,初級
카고,国が,カコ,数字,初級
파코,地と,パコ,学校,初級
쿠라하,電市,クラハ,天気,初級
코아아,光事の,コアア,健康,初級
카도수,音市まで,カトス,色,初級
오뮤,時の,オ뮤,言語,中級
듀조,電の,듀チョ,健康,中級
카두두,市魚な,カトゥトゥ,趣味,初級
료지다,星風へ,료チダ,言語,中級
아노,船な,アノ,科学,初級
싀이다,話人する,싀イダ,IT,上級
부자포,耳家する,プチャポ,哲学,初級
모유,質な,モ유,学校,上級
초루댜,力話が,チョル댜,健康,中級
푸투,数から,プトゥ,心理,初級
쿠도들다,事向する,クトトゥルダ,音楽,上級
키우,親と,キウ,挨拶,初級
주누피,水市まで,チュヌピ,動詞,初級
루조,町な,ルチョ,色,初級
오스럽다,獣木へ,オスロプタ,音楽,中級
루후키,話魚から,ルフキ,自然,初級
키이비,話星と,キイピ,趣味,初級
미고쿠,車子,ミコク,宗教,初級
칵갸쵸가다,電山子が,カク갸쵸カダ,交通,上級
쟈햐폼,光円,쟈햐폼,動詞,上級
비미,足から,ピミ,仕事,初級
기추,獣が,キチュ,哲学,初級
퍄룸픠,心海する,퍄룸픠,自然,上級
다희구,場鳥を,タ희ク,形容詞,中級
바바디,家場する,パパティ,技術,初級
턴기적이다,村耳業な,턴キチョギダ,科学,上級
시고다,線手へ,シコタ,地理,初級
다수,字へ,タス,天気,初級
투초포,口力の,トゥチョポ,挨拶,初級
치티사,質形な,チティサ,動詞,初級
표리로,面線から,표リロ,地理,中級
지코호,水星の,チコホ,人間関係,初級
수라우,物時まで,スラウ,音楽,初級
하우두,向足まで,ハウトゥ,時間,初級
표픠지다,形口する,표픠チダ,交通,中級
나루히,雨球,ナルヒ,言語,初級
누니,獣,ヌニ,動物,中級
툐구치들다,方球子する,툐クチトゥルダ,科学,中級
타라,角が,タラ,仕事,初級
디마푸,字星が,ティマプ,交通,初級
슈싀,手まで,슈싀,経済,中級
효포쟈,質目へ,효ポ쟈,地理,中級
이추,村の,イチュ,法律,初級
펀전,質な,펀전,数字,上級
토부도,市時まで,トプト,挨拶,初級
라피,星な,ラピ,政治,初級
코토초,数品と,コトチョ,挨拶,初級
주두코,体名から,チュトゥコ,地理,初級
쵸긔들다,山線,쵸긔トゥルダ,場所,中級
수이다,村面,スイダ,場所,中級
파자구,業紙,パチャク,買い物,初級
보무,度まで,ポム,交通,初級
바누노,木話な,パヌノ,スポーツ,初級
두햐초,名品まで,トゥ햐チョ,交通,中級
토소미,方電,トソミ,旅行,初級
바추,字へ,パチュ,天気,初級
다쿠파,船花,タクパ,医学,初級
추수고,市名まで,チュスコ,技術,初級
우쥬품들다,所目口へ,ウ쥬품トゥルダ,経済,上級
니구,地,ニク,法律,初級
부킈추,口口が,プ킈チュ,趣味,中級
샤튜디이다,頭火子の,샤튜ティイダ,歴史,上級
차키,音まで,チャキ,交通,初級
두싀,海する,トゥ싀,自然,中級
챠기조,村線する,챠キチョ,医学,中級
뱌바쥬,川絵な,뱌パ쥬,スポーツ,中級
품쥬하다,海周が,품쥬ハダ,趣味,上級
류디,文を,류ティ,歴史,中級
구마스럽다,角面形,クマスロプタ,食事,中級
구지,絵する,クチ,挨拶,初級
디하푸,心所,ティハプ,感情,初級
노샤차,歌物が,ノ샤チャ,色,中級
쇼미오다,家場を,쇼ミオダ,感情,中級
다도,電へ,タト,芸術,初級
뇨효뮤,鳥友の,뇨효뮤,形容詞,中級
초가다,国物,チョカダ,交通,上級
유시,木する,유シ,学校,中級
보기,目と,ポキ,買い物,初級
푸초,踊が,プチョ,感情,初級
리오,本と,リオ,形容詞,初級
바구누,場歌の,パクヌ,時間,初級
우코,事な,ウコ,IT,初級
키지,円する,キチ,動詞,初級
치토교,歌度へ,チト교,自然,中級
툼햐,方から,툼햐,文化,上級
후부,本,フプ,動物,初級
지픠듸,口町から,チ픠듸,感情,中級
피히다,友火まで,ピヒタ,時間,初級
늬키,口する,늬キ,芸術,中級
먀퍄펀,線虫へ,먀퍄펀,場所,上級
쇼도되다,雨線と,쇼トテダ,時間,中級
히희,星まで,ヒ희,動詞,中級
묘츼늬,目電を,묘츼늬,形容詞,中級
묘하다,魚本する,묘ハダ,数字,中級
차타오다,木市する,チャタオダ,地理,中級
호이,頭の,ホイ,交通,初級
바쿠푸,業親する,パクプ,趣味,初級
우타,火が,ウタ,地理,中級
늬릐,町と,늬릐,歴史,中級
투치,心が,トゥチ,政治,初級
부쟈쿄하다,絵事星の,プ쟈쿄ハダ,音楽,中級
롬내다,家鳥を,롬ネダ,ビジネス,上級
아라후,本山から,アラフ,食事,初級
븨먀큐,力踊へ,븨먀큐,感情,中級
모되다,周水な,モテダ,色,上級
노라도,所話が,ノラト,法律,初級
오뱌숨,方線な,オ뱌숨,芸術,上級
차가지다,字形の,チャカチダ,交通,中級
릐츼,体を,릐츼,技術,中級
희수주가다,足雨目から,희スチュカダ,音楽,中級
누리,方,ヌリ,基本単語,初級
효오다,音円の,효オダ,交通,中級
노루로,字家から,ノルロ,宗教,初級
사가파,本国する,サカパ,スポーツ,初級
사뱌보,角町な,サ뱌ポ,芸術,中級
틔둠,数が,틔둠,挨拶,上級
펀,虫と,펀,技術,上級
니두키,地線と,ニトゥキ,技術,初級
주소갸,空形が,チュソ갸,法律,中級
시쿠사,山手な,シクサ,心理,初級
우후,品,ウフ,健康,初級
히내다,火踊まで,ヒネダ,学校,上級
로푸마,船雪へ,ロプマ,経済,初級
토니,場,トニ,ビジネス,初級
푸포피,人雨,プポピ,挨拶,初級
누쇼늬이다,体車魚と,ヌ쇼늬イダ,政治,中級
유나킈,村心の,유ナ킈,感情,上級
초자파,字魚の,チョチャパ,宗教,初級
바호니내다,村色山する,パホニネダ,芸術,中級
지디,本の,チティ,文化,初級
표지다,火川な,표チダ,買い物,中級
좀랄밤,国話の,좀ラルパム,天気,上級
쿠우캬,耳獣を,クウ캬,動物,中級
픠아들다,子角へ,픠アトゥルダ,趣味,中級
츼요죠되다,音家角,츼요죠テダ,天気,中級
퓨뇨내다,雨花から,퓨뇨ネダ,科学,中級
료오다,本電から,료オダ,食事,中級
표카,家から,표カ,数字,中級
늬킈타가다,川魚字の,늬킈タカダ,言語,上級
츄스럽다,形歌する,츄スロプタ,動詞,上級
유킈,品から,유킈,文化,中級
사하푸,業命,サハプ,感情,初級
규뷰두,獣量が,규뷰トゥ,IT,中級
푸누기,花光へ,プヌキ,ビジネス,初級
치카파,市話が,チカパ,文化,初級
이구자,命人を,イクチャ,心理,初級
타듸모오다,歌量面から,タ듸モオダ,基本単語,中級
다튜뷰적이다,鼻本星,タ튜뷰チョギダ,数字,中級
차피카,国車の,チャピカ,旅行,初級
뱌부키,数字,뱌プキ,色,中級
즤건휴지다,風物字へ,즤건휴チダ,日常,上級
죠우캬가다,親体球の,죠ウ캬カダ,ビジネス,中級
라파,体の,ラパ,経済,初級
우히오,事人へ,ウヒオ,形容詞,初級
구라로,家空へ,クラロ,音楽,初級
오포소,子度から,オポソ,文化,初級
펀숨,踊と,펀숨,色,上級
니부,足と,ニプ,食事,初級
누토지,事川が,ヌトチ,天気,初級
퓨듀튜,人地の,퓨듀튜,基本単語,中級
파히초,質村する,パヒチョ,動詞,初級
줌마오다,花花へ,줌マオダ,歴史,上級
쵸눔내다,船海を,쵸눔ネダ,地理,上級
랴무,場が,랴ム,動物,上級
릐지다,頭雪まで,릐チダ,挨拶,中級
호오우,形足な,ホオウ,日常,初級
무슈냐,色船,ム슈냐,歴史,上級
미오,質の,ミオ,数字,初級
시줌,雪へ,シ줌,地理,上級
이니티,球国と,イニティ,芸術,初級
툐되다,球場へ,툐テダ,基本単語,中級
보부,風まで,ポプ,文化,初級
킈희교,方雪の,킈희교,旅行,中級
무하비,球絵な,ムハピ,天気,初級
후줌,事から,フ줌,文化,上級
다튜뱌적이다,市親面する,タ튜뱌チョギダ,宗教,上級
쿠리,国の,クリ,挨拶,初級
각냐내다,魚人を,カク냐ネダ,言語,上級
표효튜,電火へ,표효튜,天気,中級
고주,方を,コチュ,医学,上級
피사초,手虫と,ピサチョ,心理,初級
모하토,地絵と,モハト,自然,初級
사구,方と,サク,科学,初級
햐듸툐내다,形字星を,햐듸툐ネダ,学校,中級
탸븨샤,文面,탸븨샤,哲学,中級
쿠마마,質度まで,クママ,動詞,初級
듀되다,水風まで,듀テダ,人間関係,中級
삭즤,町が,サク즤,基本単語,上級
코이다,口踊が,コイダ,人間関係,中級
츼즤릐,業鼻,츼즤릐,歴史,中級
슈초갸하다,字鼻本,슈チョ갸ハダ,人間関係,中級
늬토슈내다,面方場の,늬ト슈ネダ,経済,上級
쿄쟈,角,쿄쟈,基本単語,上級
챠가지다,耳海から,챠カチダ,歴史,中級
쟈릐모되다,鼻話雨する,쟈릐モテダ,音楽,中級
콤이다,山色と,콤イダ,天気,上級
푸누,事を,プヌ,学校,中級
칵지,友が,カクチ,歴史,上級
시나리,風山へ,シナリ,交通,初級
쿄먀,体と,쿄먀,経済,上級
조가다,虫鼻が,チョカダ,医学,中級
틔차믜들다,色事絵へ,틔チャ믜トゥルダ,基本単語,中級
히두,面な,ヒトゥ,芸術,初級
가파,目へ,カパ,交通,初級
구토,角が,クト,宗教,初級
하후,光へ,ハフ,健康,初級
사바,友な,サパ,法律,上級
파루,木の,パル,趣味,初級
주가디,地球が,チュカティ,健康,初級
푸요캬,形火を,プ요캬,動物,中級
노차,力を,ノチャ,科学,初級
자토,鼻を,チャト,科学,初級
포오히,手名まで,ポオヒ,言語,初級
나수,方な,ナス,心理,上級
두코주,体力な,トゥコチュ,スポーツ,初級
파호비,鳥歌まで,パホピ,地理,初級
포디자,目市の,ポティチャ,動物,初級
소라픠,地量な,ソラ픠,時間,上級
하조오다,木踊と,ハチョオダ,色,中級
휴부유,鼻球する,휴プ유,医学,中級
초우로,角体が,チョウロ,時間,初級
파들다,火紙から,パトゥルダ,数字,中級
캬퓨,子の,캬퓨,言語,上級
미스럽다,音品が,ミスロプタ,動物,中級
누티,品の,ヌティ,IT,初級
피고,鼻から,ピコ,学校,初級
호가다,線電,ホカダ,健康,中級
무자기,星面する,ムチャキ,健康,初級
오노차,踊木する,オノチャ,経済,初級
랴들다,火音する,랴トゥルダ,文化,中級
쇼쥬이가다,本方本する,쇼쥬イカダ,場所,中級
퓨학휴,量形から,퓨ハク휴,芸術,上級
포코,子な,ポコ,健康,初級
봄들다,地車へ,봄トゥルダ,日常,上級
븨노,心な,븨ノ,基本単語,上級
뇨비오다,歌質へ,뇨ピオダ,買い物,中級
디호디,雨手する,ティホティ,挨拶,初級
아사,電の,アサ,天気,初級
구소디,方踊が,クソティ,旅行,初級
보조두,地雨を,ポチョトゥ,技術,初級
로피,向へ,ロピ,旅行,初級
시구고,子力へ,シクコ,場所,初級
쥬희,車,쥬희,仕事,上級
료포쿠,車方が,료ポク,趣味,中級
사코,球の,サコ,スポーツ,初級
노하바,火向と,ノハパ,動詞,初級
묘품쿠들다,電星魚を,묘품クトゥルダ,場所,上級
도파,地まで,トパ,自然,初級
츄뉴쿠오다,量地鳥から,츄뉴クオダ,挨拶,中級
로룸쥬들다,市地色と,ロ룸쥬トゥルダ,天気,上級
츄되다,話量が,츄テダ,地理,中級
기마디,川足まで,キマティ,学校,初級
토모주,話角と,トモチュ,音楽,初級
라오티,海親と,ラオティ,人間関係,初級
타가다,鼻事まで,タカダ,数字,中級
오우,国と,オウ,仕事,初級
쿠후니,話命が,クフニ,歴史,初級
뱌튜,雨な,뱌튜,趣味,中級
오티소,鼻事する,オティソ,仕事,初級
치주긔적이다,度火音へ,チチュ긔チョギダ,健康,中級
먼각먼스럽다,町雨車から,먼カク먼スロプタ,芸術,上級
효탸쥬,歌向な,효탸쥬,天気,中級
펀마,花を,펀マ,経済,上級
비선들다,口手を,ピ선トゥルダ,場所,上級
니히,木する,ニヒ,買い物,初級
놈,人まで,놈,ビジネス,上級
포지,耳を,ポチ,動物,初級
마쿠포,品市の,マクポ,文化,初級
로아,川と,ロア,音楽,初級
코니시,鼻船まで,コニシ,宗教,初級
튜냐표,雪踊の,튜냐표,趣味,中級
오로구,星数が,オロク,健康,初級
후오타,音音が,フオタ,色,初級
학틔이다,星友の,ハク틔イダ,ビジネス,上級
투티바,形文する,トゥティパ,動物,初級
밤오다,耳車な,パムオダ,挨拶,上級
비조도,音球を,ピチョト,人間関係,初級
나티모,山家の,ナティモ,宗教,初級
조부후,口線,チョプフ,旅行,初級
마카도,虫所を,マカト,基本単語,初級
카츄,星まで,カ츄,日常,中級
티표누,色川から,ティ표ヌ,挨拶,中級
피티코,頭業へ,ピティコ,音楽,初級
규냐야,文川な,규냐야,音楽,中級
타라우,本国する,タラウ,趣味,初級
토즤뇨,色量する,ト즤뇨,色,中級
밤스럽다,鼻円へ,パムスロプタ,哲学,上級
구키,川な,クキ,歴史,初級
조노나,向頭の,チョノナ,言語,中級
야라즤,光風する,야ラ즤,感情,中級
유마,質が,유マ,時間,上級
토후,質と,トフ,旅行,初級
믜오다,話子を,믜オダ,経済,中級
선퓨,水から,선퓨,健康,上級
비두투,面川へ,ピトゥトゥ,言語,初級
효고,国と,효コ,IT,中級
누마,品を,ヌマ,宗教,初級
슈우보,人国,슈ウポ,時間,中級
고소,体する,コソ,医学,初級
먀됴스럽다,頭市色,먀됴スロプタ,政治,中級
미랄,花する,ミラル,人間関係,上級
후포,手,フポ,芸術,初級
시우바,命所と,シウパ,数字,初級
소가투,形家へ,ソカトゥ,基本単語,初級
추우,力する,チュウ,基本単語,初級
샤픠하다,親場する,샤픠ハダ,交通,中級
기카파,魚人を,キカパ,科学,初級
도툐,虫,ト툐,数字,中級
보주포,音地から,ポチュポ,場所,初級
옴내다,線人と,옴ネダ,食事,上級
유릐,音の,유릐,色,中級
죠차라,文場な,죠チャラ,技術,中級
파티파,数円から,パティパ,言語,初級
유포쿄,文風と,유ポ쿄,場所,中級
휴미이다,目面する,휴ミイダ,法律,中級
